"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,1.95937240591976,0.968,0.288,0,"excitatory neurons","GRIN2A"
0,1.97962314809999,0.909,0.23,0,"excitatory neurons","TMEM132D"
0,1.77516163117406,0.883,0.204,0,"excitatory neurons","SHISA9"
0,2.400226326093,0.837,0.159,0,"excitatory neurons","GABRG2"
0,1.65838550679675,0.911,0.234,0,"excitatory neurons","SYN2"
0,2.24491870987252,0.863,0.187,0,"excitatory neurons","CACNA1E"
0,1.56255333388141,0.934,0.259,0,"excitatory neurons","KCNJ3"
0,0.930478826053923,0.975,0.302,0,"excitatory neurons","DSCAM"
0,1.96373917263657,0.936,0.264,0,"excitatory neurons","SCN2A"
0,1.90092946121659,0.894,0.222,0,"excitatory neurons","PAK3"
0,4.27840453425562,0.729,0.057,0,"excitatory neurons","LINC01378"
0,2.72092924278469,0.783,0.112,0,"excitatory neurons","BASP1-AS1"
0,2.17665957950365,0.921,0.251,0,"excitatory neurons","MCTP1"
0,1.96414569148005,0.849,0.18,0,"excitatory neurons","NETO1"
0,2.12612898505153,0.907,0.242,0,"excitatory neurons","SORBS2"
0,2.63330478557348,0.801,0.136,0,"excitatory neurons","FAM153CP"
0,1.27067446549294,0.926,0.261,0,"excitatory neurons","MMP16"
0,2.69780051806968,0.937,0.272,0,"excitatory neurons","HS6ST3"
0,2.50576423442872,0.83,0.165,0,"excitatory neurons","PRKAR2B"
0,2.97808538989991,0.771,0.107,0,"excitatory neurons","DGCR9"
0,1.55926861887437,0.822,0.158,0,"excitatory neurons","ZMAT4"
0,1.79660170147305,0.931,0.268,0,"excitatory neurons","CHSY3"
0,1.6047257257328,0.94,0.277,0,"excitatory neurons","CNTNAP5"
0,2.76022388129689,0.776,0.117,0,"excitatory neurons","LNX1"
0,2.29592687303241,0.858,0.199,0,"excitatory neurons","CIT"
0,2.24601452944019,0.89,0.233,0,"excitatory neurons","GUCY1A2"
0,2.41020486687649,0.792,0.135,0,"excitatory neurons","PTPRR"
0,2.52174452746835,0.958,0.303,0,"excitatory neurons","CNKSR2"
0,1.82227641870959,0.901,0.247,0,"excitatory neurons","SYT16"
0,1.80404236138069,0.787,0.133,0,"excitatory neurons","CA10"
0,0.799374754434313,0.886,0.233,0,"excitatory neurons","KCNC2"
0,2.19657358491704,0.859,0.206,0,"excitatory neurons","MIAT"
0,1.92873968433736,0.821,0.168,0,"excitatory neurons","SRRM4"
0,2.33736778026016,0.856,0.204,0,"excitatory neurons","SLC35F3"
0,2.6887685966403,0.989,0.337,0,"excitatory neurons","STXBP5L"
0,2.03748304547957,0.986,0.334,0,"excitatory neurons","RIMS2"
0,2.43806778814397,0.974,0.325,0,"excitatory neurons","KHDRBS2"
0,2.20434666671992,0.945,0.296,0,"excitatory neurons","SNAP25"
0,2.44013878857551,0.871,0.223,0,"excitatory neurons","CADPS2"
0,2.24822594520316,0.83,0.182,0,"excitatory neurons","SYBU"
0,2.37848959975352,0.995,0.349,0,"excitatory neurons","SYT1"
0,1.32154734704053,0.887,0.242,0,"excitatory neurons","GRIA1"
0,1.07779133377432,0.845,0.202,0,"excitatory neurons","GALNTL6"
0,3.69756795244213,0.697,0.054,0,"excitatory neurons","SLIT3"
0,1.46455505532868,0.9,0.258,0,"excitatory neurons","SCN1A"
0,1.45988328717765,0.983,0.341,0,"excitatory neurons","FGF12"
0,2.23411102986129,0.813,0.172,0,"excitatory neurons","AL391840.1"
0,3.28505736090512,0.768,0.127,0,"excitatory neurons","AC013287.1"
0,1.95779860060878,0.898,0.257,0,"excitatory neurons","FAT3"
0,1.99643381197874,0.9,0.259,0,"excitatory neurons","SCN8A"
0,2.10085161723839,0.948,0.308,0,"excitatory neurons","AFF3"
0,1.61665508112473,0.971,0.332,0,"excitatory neurons","SLC8A1"
0,1.42336208688927,0.964,0.325,0,"excitatory neurons","SNTG1"
0,2.32663057346396,0.785,0.146,0,"excitatory neurons","KCNB2"
0,1.55184562956677,0.954,0.316,0,"excitatory neurons","ATP8A2"
0,1.80320901886364,0.848,0.211,0,"excitatory neurons","SCN3A"
0,1.96382168093002,0.86,0.223,0,"excitatory neurons","CNTN3"
0,1.70125612075424,0.806,0.17,0,"excitatory neurons","PLXNA4"
0,2.16423763844786,0.94,0.304,0,"excitatory neurons","KCTD16"
0,1.93821826003879,0.987,0.352,0,"excitatory neurons","CCSER1"
0,2.26401115092612,0.99,0.355,0,"excitatory neurons","ATRNL1"
0,2.08863488912666,0.93,0.295,0,"excitatory neurons","TAFA2"
0,2.11817050234781,0.936,0.302,0,"excitatory neurons","KCNH1"
0,2.66052419640884,0.728,0.094,0,"excitatory neurons","HTR1E"
0,2.0469729652125,0.974,0.34,0,"excitatory neurons","CACNA2D3"
0,1.60750098081946,0.947,0.314,0,"excitatory neurons","KCND2"
0,2.65518939876685,0.745,0.112,0,"excitatory neurons","PTK2B"
0,1.97079239361842,0.838,0.206,0,"excitatory neurons","CAMK4"
0,2.92838990797576,0.72,0.088,0,"excitatory neurons","NIPAL2"
0,2.15673220673699,0.938,0.306,0,"excitatory neurons","ADAM23"
0,1.87193873603867,0.793,0.162,0,"excitatory neurons","RIMBP2"
0,2.19233405043781,0.796,0.166,0,"excitatory neurons","KCNB1"
0,2.32644302861116,0.769,0.139,0,"excitatory neurons","KCNJ6"
0,2.0022202337065,0.819,0.189,0,"excitatory neurons","BASP1"
0,1.81663056562071,0.859,0.23,0,"excitatory neurons","LINC01122"
0,1.7796104906969,0.993,0.365,0,"excitatory neurons","OPCML"
0,1.59422351191185,0.951,0.324,0,"excitatory neurons","CADPS"
0,1.72929835553797,0.904,0.278,0,"excitatory neurons","UNC80"
0,2.50702100764744,0.753,0.127,0,"excitatory neurons","AC007563.2"
0,2.26314990340424,0.794,0.168,0,"excitatory neurons","CDH9"
0,1.3851334339939,0.906,0.28,0,"excitatory neurons","MEG8"
0,2.20620721829378,0.821,0.195,0,"excitatory neurons","HOMER1"
0,1.81112307819679,0.951,0.326,0,"excitatory neurons","PTPRN2"
0,2.38537141284,0.824,0.2,0,"excitatory neurons","KCNH7"
0,2.34152265872046,0.964,0.34,0,"excitatory neurons","PRKCB"
0,1.82353327610724,0.823,0.201,0,"excitatory neurons","SHANK2"
0,1.59881200803278,0.893,0.272,0,"excitatory neurons","CACNA1A"
0,2.24020601233116,0.982,0.365,0,"excitatory neurons","AGBL4"
0,3.76311144133162,0.674,0.057,0,"excitatory neurons","AL157944.1"
0,1.80978950641287,0.789,0.172,0,"excitatory neurons","RUNDC3B"
0,2.55557876271805,0.726,0.109,0,"excitatory neurons","CACNG3"
0,1.6563785048611,0.841,0.225,0,"excitatory neurons","GPR158"
0,1.84952027092441,0.824,0.208,0,"excitatory neurons","ARHGAP44"
0,2.05653932689717,0.941,0.327,0,"excitatory neurons","MRTFB"
0,1.55595235391377,0.816,0.203,0,"excitatory neurons","NMNAT2"
0,2.59695133713645,0.715,0.103,0,"excitatory neurons","GAP43"
0,1.97534535881238,0.853,0.242,0,"excitatory neurons","WASF1"
0,1.29025593681472,0.973,0.362,0,"excitatory neurons","MDGA2"
0,1.95761244655679,0.927,0.318,0,"excitatory neurons","EFNA5"
0,2.41868262849367,0.749,0.14,0,"excitatory neurons","AC090578.1"
0,1.56331968729917,0.916,0.307,0,"excitatory neurons","SLC2A13"
0,1.84366837205757,0.775,0.167,0,"excitatory neurons","ANKRD30BL"
0,2.38358203081601,0.754,0.146,0,"excitatory neurons","ARMC9"
0,1.62910845463759,0.941,0.333,0,"excitatory neurons","GRM7"
0,1.52932862219737,0.938,0.33,0,"excitatory neurons","PCLO"
0,2.24957531065666,0.769,0.162,0,"excitatory neurons","STXBP5-AS1"
0,2.30011847449507,0.75,0.143,0,"excitatory neurons","MICAL2"
0,1.252069412218,0.899,0.293,0,"excitatory neurons","CACNA1D"
0,1.42153129995581,0.907,0.303,0,"excitatory neurons","RAPGEF4"
0,1.78580995020449,0.913,0.309,0,"excitatory neurons","GRIA3"
0,1.89298517123926,0.833,0.229,0,"excitatory neurons","PRKAG2"
0,2.45992683294049,0.724,0.12,0,"excitatory neurons","LIN7A"
0,2.65314851765488,0.912,0.309,0,"excitatory neurons","DGKB"
0,2.19834421686016,0.742,0.139,0,"excitatory neurons","ADCY1"
0,1.85779147030824,0.908,0.306,0,"excitatory neurons","EML6"
0,3.24968818010359,0.681,0.079,0,"excitatory neurons","CUX2"
0,1.31978581240472,0.868,0.266,0,"excitatory neurons","CNTN4"
0,2.28848504935589,0.723,0.122,0,"excitatory neurons","LRFN2"
0,2.23621957940892,0.733,0.132,0,"excitatory neurons","MAN1A1"
0,1.8007672213742,0.843,0.242,0,"excitatory neurons","UNC5D"
0,1.93491154705916,0.846,0.245,0,"excitatory neurons","STXBP1"
0,3.91200804972639,0.636,0.035,0,"excitatory neurons","TESPA1"
0,1.5302414317605,0.784,0.183,0,"excitatory neurons","SEZ6L"
0,2.33255692864555,0.724,0.125,0,"excitatory neurons","SRRM3"
0,1.88321085755318,0.904,0.305,0,"excitatory neurons","VPS13A"
0,1.98403224560229,0.786,0.187,0,"excitatory neurons","SLITRK5"
0,1.04198928611934,0.913,0.315,0,"excitatory neurons","ROBO2"
0,3.11571687610685,0.665,0.067,0,"excitatory neurons","ENC1"
0,1.98996007726589,0.804,0.206,0,"excitatory neurons","SPTBN4"
0,1.34621160740927,0.993,0.395,0,"excitatory neurons","FGF14"
0,1.87368762073392,0.831,0.233,0,"excitatory neurons","MYH10"
0,2.04275742730092,0.783,0.187,0,"excitatory neurons","PTPRO"
0,2.23856479848852,0.981,0.385,0,"excitatory neurons","RYR2"
0,2.12655935260997,0.945,0.349,0,"excitatory neurons","CHN1"
0,2.19696185898955,0.75,0.157,0,"excitatory neurons","BMPER"
0,2.11863981143019,0.735,0.142,0,"excitatory neurons","MIR124-2HG"
0,1.95023012980973,0.943,0.35,0,"excitatory neurons","CAMK1D"
0,1.29683784556753,0.877,0.285,0,"excitatory neurons","LMO3"
0,3.5290126533864,0.647,0.055,0,"excitatory neurons","AC019211.1"
0,1.55804531680475,0.962,0.371,0,"excitatory neurons","TENM2"
0,3.49268493903444,0.642,0.052,0,"excitatory neurons","NWD2"
0,1.96535323556863,0.938,0.348,0,"excitatory neurons","FLRT2"
0,1.28614278761369,0.909,0.32,0,"excitatory neurons","ZFPM2"
0,3.52772789820028,0.636,0.048,0,"excitatory neurons","AC067956.1"
0,1.46103422313479,0.978,0.392,0,"excitatory neurons","CSMD3"
0,2.07087893541181,0.725,0.14,0,"excitatory neurons","KLHL29"
0,1.94441619770346,0.762,0.177,0,"excitatory neurons","C11orf80"
0,2.52629216052938,0.687,0.103,0,"excitatory neurons","SLIT1"
0,1.32796999007615,0.897,0.313,0,"excitatory neurons","NEDD4L"
0,1.57790709503043,0.777,0.193,0,"excitatory neurons","PAK5"
0,1.87761283995357,0.961,0.377,0,"excitatory neurons","CACNA1C"
0,2.18593645860897,0.715,0.132,0,"excitatory neurons","ADD2"
0,1.68456755374619,0.818,0.236,0,"excitatory neurons","KCND3"
0,2.04166955395949,0.718,0.136,0,"excitatory neurons","GABRA4"
0,1.53626090984872,0.7,0.119,0,"excitatory neurons","UNC13C"
0,1.58010747151722,0.849,0.269,0,"excitatory neurons","ATP2B2"
0,2.10803095604074,0.748,0.168,0,"excitatory neurons","CCDC3"
0,1.93198007921658,0.728,0.149,0,"excitatory neurons","NELL1"
0,1.60631304575621,0.915,0.337,0,"excitatory neurons","SNAP91"
0,2.13101074902436,0.717,0.139,0,"excitatory neurons","AC124852.1"
0,0.51811964877716,0.971,0.393,0,"excitatory neurons","GRIK2"
0,1.41158170110335,0.843,0.265,0,"excitatory neurons","PPM1E"
0,1.42203270106237,0.93,0.353,0,"excitatory neurons","RIMS1"
0,2.46633997639254,0.804,0.228,0,"excitatory neurons","AC107223.1"
0,1.16966717968084,0.944,0.369,0,"excitatory neurons","CACNB2"
0,2.16159678828687,0.701,0.126,0,"excitatory neurons","TRHDE"
0,2.05329408719428,0.997,0.422,0,"excitatory neurons","RBFOX1"
0,1.657090202113,0.838,0.264,0,"excitatory neurons","ANO5"
0,1.72810898705685,0.816,0.243,0,"excitatory neurons","AL513166.1"
0,1.24467638946711,0.762,0.189,0,"excitatory neurons","GABRG3"
0,1.63776640647643,0.772,0.2,0,"excitatory neurons","DOK6"
0,1.9510924496018,0.96,0.388,0,"excitatory neurons","KHDRBS3"
0,1.3585487897435,0.825,0.253,0,"excitatory neurons","CDH8"
0,1.80839567325782,0.741,0.17,0,"excitatory neurons","CLVS2"
0,3.6210417212175,0.628,0.057,0,"excitatory neurons","AC034268.2"
0,1.69195648809937,0.807,0.238,0,"excitatory neurons","MAP4K3-DT"
0,1.17732259692403,0.931,0.363,0,"excitatory neurons","CHL1"
0,1.86146093293327,0.855,0.287,0,"excitatory neurons","KCTD1"
0,1.953414472008,0.968,0.402,0,"excitatory neurons","ERC2"
0,1.39082855947202,0.944,0.378,0,"excitatory neurons","TMEM132B"
0,2.5686249047492,0.66,0.095,0,"excitatory neurons","ACTN1"
0,1.85139998022116,0.737,0.172,0,"excitatory neurons","GLRB"
0,1.47329567840162,0.837,0.272,0,"excitatory neurons","PARP8"
0,3.2744515554798,0.615,0.051,0,"excitatory neurons","ANKRD33B"
0,3.33950241507324,0.62,0.056,0,"excitatory neurons","COL26A1"
0,1.82290173791935,0.733,0.169,0,"excitatory neurons","FRRS1L"
0,2.08338345111443,0.707,0.144,0,"excitatory neurons","DNM1"
0,1.89270953083956,0.735,0.172,0,"excitatory neurons","SGSM1"
0,4.2945516716557,0.609,0.047,0,"excitatory neurons","LINC02306"
0,1.66216841799684,0.802,0.241,0,"excitatory neurons","GFOD1"
0,1.44405992410669,0.81,0.249,0,"excitatory neurons","BRINP1"
0,1.90455316760583,0.749,0.188,0,"excitatory neurons","SH3BGRL2"
0,1.85440921697252,0.956,0.395,0,"excitatory neurons","MSRA"
0,1.38588010046574,0.897,0.337,0,"excitatory neurons","CACNB4"
0,1.27014304229047,0.906,0.346,0,"excitatory neurons","FRY"
0,1.87393766328095,0.721,0.162,0,"excitatory neurons","CAP2"
0,1.60429398946976,0.734,0.175,0,"excitatory neurons","CELF4"
0,1.98065564601114,0.997,0.439,0,"excitatory neurons","CSMD1"
0,4.50537788398865,0.585,0.027,0,"excitatory neurons","AC008574.1"
0,1.4969513842461,0.968,0.411,0,"excitatory neurons","MAP2"
0,2.03083861958889,0.703,0.147,0,"excitatory neurons","LMO4"
0,2.34972233528945,0.988,0.434,0,"excitatory neurons","KALRN"
0,2.33707081623464,0.986,0.433,0,"excitatory neurons","LRRTM4"
0,2.06096265068929,0.954,0.401,0,"excitatory neurons","ATP2B1"
0,2.26265614675421,0.663,0.111,0,"excitatory neurons","EPB41L4B"
0,1.5596488746509,0.994,0.442,0,"excitatory neurons","DLGAP1"
0,2.34276548893743,0.648,0.097,0,"excitatory neurons","RFTN1"
0,0.26075874234203,0.812,0.262,0,"excitatory neurons","XKR4"
0,2.72229394585759,0.62,0.07,0,"excitatory neurons","GDA"
0,1.66787061258868,0.745,0.195,0,"excitatory neurons","SHC3"
0,1.60148224812781,0.808,0.258,0,"excitatory neurons","FBXO34"
0,1.11450953824446,0.953,0.403,0,"excitatory neurons","MEF2C"
0,1.7815195217592,0.977,0.428,0,"excitatory neurons","RGS7"
0,1.70704752770046,0.913,0.365,0,"excitatory neurons","TMEM232"
0,1.40001701105996,0.924,0.376,0,"excitatory neurons","XKR6"
0,1.51623146219564,0.748,0.2,0,"excitatory neurons","CPNE8"
0,2.03376975152721,0.677,0.129,0,"excitatory neurons","CDYL2"
0,1.3038058963054,0.897,0.35,0,"excitatory neurons","NR2F1-AS1"
0,1.37398859456135,0.754,0.207,0,"excitatory neurons","TUSC3"
0,1.36006847188801,0.863,0.316,0,"excitatory neurons","CDH10"
0,0.533269913142803,0.837,0.291,0,"excitatory neurons","CARMIL1"
0,1.56086948450713,0.794,0.248,0,"excitatory neurons","FZD3"
0,1.61415745338972,0.946,0.4,0,"excitatory neurons","THRB"
0,0.962437382677417,0.792,0.247,0,"excitatory neurons","SLIT2"
0,1.73305393939331,0.703,0.158,0,"excitatory neurons","EPHA5"
0,1.39001529651891,0.823,0.278,0,"excitatory neurons","PDE10A"
0,1.67005734554805,0.855,0.311,0,"excitatory neurons","PPP2R2C"
0,1.63042866025257,0.953,0.409,0,"excitatory neurons","DGKI"
0,1.27620614596303,0.83,0.288,0,"excitatory neurons","DAPK1"
0,3.43563766978549,0.586,0.044,0,"excitatory neurons","GLRA3"
0,1.8583970223047,0.686,0.145,0,"excitatory neurons","KCNK1"
0,1.56872438351055,0.907,0.366,0,"excitatory neurons","TMEM108"
0,1.38871936179227,0.828,0.287,0,"excitatory neurons","SEPTIN11"
0,3.05122423153265,0.61,0.069,0,"excitatory neurons","FAM153B"
0,1.75794646860932,0.931,0.391,0,"excitatory neurons","PCDH7"
0,1.40959869349165,0.866,0.326,0,"excitatory neurons","WDR17"
0,1.30110209158791,0.837,0.297,0,"excitatory neurons","KIAA0825"
0,2.42413814834363,0.636,0.096,0,"excitatory neurons","KHDRBS2-OT"
0,0.985680999228284,0.833,0.294,0,"excitatory neurons","PAM"
0,1.85830801038549,0.674,0.136,0,"excitatory neurons","TMEM178A"
0,2.27224041079917,0.655,0.117,0,"excitatory neurons","BSN"
0,3.06710262223033,0.992,0.454,0,"excitatory neurons","KCNIP4"
0,1.94586356618185,0.642,0.105,0,"excitatory neurons","BCL11A"
0,1.74527900431888,0.675,0.138,0,"excitatory neurons","GABRA1"
0,1.90730550080626,0.702,0.165,0,"excitatory neurons","KCNN2"
0,1.66734291542088,0.941,0.404,0,"excitatory neurons","TMEM178B"
0,1.67729809246948,0.713,0.176,0,"excitatory neurons","WNK2"
0,1.78642789863177,0.969,0.432,0,"excitatory neurons","PLEKHA5"
0,1.01501331910254,0.898,0.362,0,"excitatory neurons","MED12L"
0,2.10702851363758,0.666,0.13,0,"excitatory neurons","ABLIM2"
0,2.07532195109455,0.661,0.125,0,"excitatory neurons","RAP1GAP2"
0,2.43589688002243,0.689,0.153,0,"excitatory neurons","CLSTN2"
0,2.45705391239686,0.629,0.094,0,"excitatory neurons","MPP7"
0,0.998922791301371,0.796,0.262,0,"excitatory neurons","PLCL2"
0,1.41262580305705,0.772,0.239,0,"excitatory neurons","MPP6"
0,2.49286006687321,0.623,0.09,0,"excitatory neurons","JPH1"
0,1.62593465205165,0.733,0.2,0,"excitatory neurons","AC008269.1"
0,1.53915117167012,0.714,0.182,0,"excitatory neurons","CCDC85A"
0,0.959871243021317,0.862,0.33,0,"excitatory neurons","SETBP1"
0,2.29840548999637,0.648,0.116,0,"excitatory neurons","AC006504.5"
0,2.68192328942743,0.583,0.051,0,"excitatory neurons","MIR222HG"
0,1.54066779452357,0.685,0.154,0,"excitatory neurons","NEK10"
0,1.48126751704143,0.771,0.24,0,"excitatory neurons","SPATS2"
0,2.47064872412082,0.608,0.077,0,"excitatory neurons","ANKRD34C-AS1"
0,1.33342784177354,0.889,0.358,0,"excitatory neurons","EPB41L3"
0,3.67146591705933,0.566,0.035,0,"excitatory neurons","AC011995.2"
0,1.50327546960267,0.728,0.198,0,"excitatory neurons","PLXNA2"
0,2.22577508818986,0.632,0.102,0,"excitatory neurons","SIDT1"
0,1.39382028005813,0.883,0.354,0,"excitatory neurons","STRBP"
0,1.8553066415483,0.677,0.148,0,"excitatory neurons","ELMOD1"
0,1.11442074918466,0.854,0.325,0,"excitatory neurons","TENM4"
0,1.51989053823682,0.726,0.197,0,"excitatory neurons","SLC41A2"
0,1.77429307761553,0.727,0.199,0,"excitatory neurons","LONRF2"
0,2.34861649970032,0.62,0.093,0,"excitatory neurons","STAT4"
0,1.82019869863975,0.681,0.154,0,"excitatory neurons","SLF1"
0,2.07119813555144,0.654,0.127,0,"excitatory neurons","FAM81A"
0,1.31027299593734,0.919,0.392,0,"excitatory neurons","NTRK3"
0,3.15615441379059,0.578,0.051,0,"excitatory neurons","AC110296.1"
0,1.01196591086187,0.824,0.297,0,"excitatory neurons","DIAPH2"
0,1.08826174457641,0.849,0.323,0,"excitatory neurons","OSBPL6"
0,2.31283663968386,0.631,0.105,0,"excitatory neurons","PVT1"
0,1.30650094545652,0.822,0.296,0,"excitatory neurons","PAK1"
0,0.755864990474441,0.767,0.241,0,"excitatory neurons","CNTN5"
0,3.65503511522198,0.556,0.031,0,"excitatory neurons","PART1"
0,1.38588648640386,0.853,0.328,0,"excitatory neurons","ICA1L"
0,3.58330399673214,0.563,0.038,0,"excitatory neurons","NGEF"
0,1.64359693084327,0.678,0.154,0,"excitatory neurons","ICA1"
0,1.09130038932825,0.887,0.364,0,"excitatory neurons","CERS6"
0,2.30627618274414,0.626,0.103,0,"excitatory neurons","AC116565.1"
0,2.21595061161487,0.614,0.091,0,"excitatory neurons","RSPO2"
0,1.43931255950548,0.878,0.355,0,"excitatory neurons","SCAI"
0,1.2602726481214,0.821,0.299,0,"excitatory neurons","INPP4A"
0,1.09625157899865,0.805,0.283,0,"excitatory neurons","LRRFIP1"
0,1.33656531626017,0.741,0.22,0,"excitatory neurons","MAN1C1"
0,1.21271653113793,0.896,0.375,0,"excitatory neurons","CSRNP3"
0,1.34590949572984,0.94,0.419,0,"excitatory neurons","RASAL2"
0,1.71306941399484,0.672,0.152,0,"excitatory neurons","PLPPR4"
0,2.08164566696766,0.633,0.113,0,"excitatory neurons","GULP1"
0,1.50264649036604,0.899,0.379,0,"excitatory neurons","AL049828.1"
0,1.59333311939451,0.725,0.207,0,"excitatory neurons","BRINP2"
0,2.10065526381483,0.621,0.103,0,"excitatory neurons","SYNPO2"
0,2.00074447580131,0.644,0.126,0,"excitatory neurons","RPS6KA6"
0,1.56519007106996,0.931,0.414,0,"excitatory neurons","FOCAD"
0,1.56556604124046,0.708,0.191,0,"excitatory neurons","SSX2IP"
0,1.08877522116262,0.705,0.188,0,"excitatory neurons","KCNT2"
0,0.733731435874097,0.946,0.429,0,"excitatory neurons","GABRB1"
0,1.6137968859263,0.726,0.21,0,"excitatory neurons","AC068587.4"
0,1.69312888342028,0.674,0.159,0,"excitatory neurons","TTC39C"
0,0.748051593759667,0.964,0.449,0,"excitatory neurons","NRCAM"
0,1.27238475194821,0.778,0.264,0,"excitatory neurons","NOS1AP"
0,1.80144679545109,0.665,0.151,0,"excitatory neurons","LRRC6"
0,2.07447374652968,0.639,0.125,0,"excitatory neurons","SNAP25-AS1"
0,1.04102286450686,0.893,0.38,0,"excitatory neurons","ASTN1"
0,1.56431767766725,0.665,0.152,0,"excitatory neurons","EPHA7"
0,1.33115205384709,0.987,0.474,0,"excitatory neurons","PLCB1"
0,1.35591222669447,0.912,0.4,0,"excitatory neurons","PPM1L"
0,0.824207723427136,0.901,0.389,0,"excitatory neurons","KCNQ3"
0,0.989378436115031,0.845,0.333,0,"excitatory neurons","NOL4"
0,2.2161446563748,0.623,0.111,0,"excitatory neurons","RAB27B"
0,1.76958131745033,0.728,0.217,0,"excitatory neurons","CEP126"
0,1.22496018441105,0.645,0.136,0,"excitatory neurons","PRR16"
