,,Enrichment,Enrichment,Enrichment,Enrichment,Enrichment,Enrichment,Enrichment,Enrichment
NR1D1,NR1D1_supp,0.16,4.453695495776291,0.0,1.0,placeholder,"frozenset({'top5perTarget', 'activating', 'hc_supp.genes_vs_tracks.rankings'})","[('NR1D1', 1.0)]",21
RELB,RELB_supp,0.1688888888888889,4.937775897406344,0.0,1.0,placeholder,"frozenset({'top5perTarget', 'activating', 'hc_supp.genes_vs_tracks.rankings'})","[('RELB', 1.0)]",34
SREBF2,SREBF2_supp,0.12848484848484848,4.348618208566342,0.0,1.0,placeholder,"frozenset({'top5perTarget', 'activating', 'hc_supp.genes_vs_tracks.rankings'})","[('CREB3L2', 1.5852420474904174), ('TMTC4', 0.4318065956678362), ('STXBP3', 1.115003759198001), ('SREBF2', 1.0), ('ZNF675', 1.1153989465970051)]",59
SRF,SRF_supp,0.2777777777777778,7.110444018037618,0.0,1.0,placeholder,"frozenset({'top5perTarget', 'activating', 'hc_supp.genes_vs_tracks.rankings'})","[('RELB', 0.8686219206789292)]",34
TP53,TP53_supp,0.18518518518518517,5.362750097184716,0.0,1.0,placeholder,"frozenset({'top5perTarget', 'activating', 'hc_supp.genes_vs_tracks.rankings'})","[('SCRG1', 1.1332418547230731), ('TLR4', 0.924387226288595)]",37
USF1,USF1_supp,0.2866666666666667,4.319918512109925,0.0,1.0,placeholder,"frozenset({'top5perTarget', 'activating', 'hc_supp.genes_vs_tracks.rankings'})","[('ZNF768', 1.059650590598458)]",24
IRF2,IRF2_supp,0.09425287356321839,3.8358585731843338,0.0,1.0,placeholder,"frozenset({'top10perTarget', 'activating', 'hc_supp.genes_vs_tracks.rankings'})","[('AMZ1', 0.7087195164966725), ('TPCN1', 0.4386715668550222), ('MIPEP', 0.8862808848773375), ('CYFIP1', 1.0002720523285635), ('NPC1', 1.3668075829030075)]",79
JUN,JUN_supp,0.08034188034188035,4.021990784917846,0.0,1.0,placeholder,"frozenset({'top10perTarget', 'activating', 'hc_supp.genes_vs_tracks.rankings'})","[('NFKBIA', 0.4526109361879807), ('TUBB4A', 1.141215060153162), ('PODXL', 0.5352731274046206), ('LY86', 0.7638029669730595)]",55
MNT,MNT_supp,0.11052631578947368,3.1003566591480416,0.0,1.0,placeholder,"frozenset({'top10perTarget', 'activating', 'hc_supp.genes_vs_tracks.rankings'})","[('AVEN', 0.4335888296251722), ('ZNF281', 0.1239501935065839), ('GPM6B', 0.5008970935794987)]",37
NFKB2,NFKB2_supp,0.07333333333333333,3.187526406488617,0.0,1.0,placeholder,"frozenset({'top10perTarget', 'activating', 'hc_supp.genes_vs_tracks.rankings'})","[('SULF1', 0.5654835326793345), ('ESR2', 1.4116029543233488)]",34
SIX4,SIX4_supp,0.12444444444444444,3.4742810980767405,0.0,1.0,placeholder,"frozenset({'top10perTarget', 'activating', 'hc_supp.genes_vs_tracks.rankings'})","[('C2orf76', 0.6229029910880431)]",51
SREBF2,SREBF2_supp,0.07851851851851852,3.9099531598520145,0.0,1.0,placeholder,"frozenset({'top10perTarget', 'activating', 'hc_supp.genes_vs_tracks.rankings'})","[('SREBF2', 1.0), ('STXBP3', 1.115003759198001), ('CREB3L2', 1.5852420474904174), ('TMTC4', 0.4318065956678362), ('ZNF675', 1.1153989465970051)]",59
TP53,TP53_supp,0.08333333333333333,3.791867064930006,0.0,1.0,placeholder,"frozenset({'top10perTarget', 'activating', 'hc_supp.genes_vs_tracks.rankings'})","[('TLR4', 0.924387226288595), ('SCRG1', 1.1332418547230731)]",37
USF1,USF1_supp,0.2866666666666667,4.319918512109925,0.0,1.0,placeholder,"frozenset({'top10perTarget', 'activating', 'hc_supp.genes_vs_tracks.rankings'})","[('ZNF768', 1.059650590598458)]",24
ZEB1,ZEB1_supp,0.03656342182890855,3.0280117930259234,0.0,1.0,placeholder,"frozenset({'top10perTarget', 'activating', 'hc_supp.genes_vs_tracks.rankings'})","[('RALYL', 1.0019971486583326), ('LINC02389', 1.8561460104858851), ('LINC02296', 0.8521427373695418), ('POU6F2', 3.521328167204238), ('LINC02232', 1.0393472044218015), ('LINC01090', 0.5786457978535378), ('BMPER', 1.796690849723754), ('CADM2', 1.1980085338949524), ('SYT1', 0.7989768002720541), ('SYNPO2', 4.313340183319768), ('SHROOM3', 1.1221192375249118), ('HCN1', 5.857231755316396), ('KLF12', 0.2695530344177368), ('CD109', 0.4015051626038866), ('STARD13-AS', 0.4600483752926271), ('CP', 0.6833344836611926), ('LINC02398', 1.369569758581613), ('RNLS', 0.6708263436848765), ('OSMR', 1.4952383961147242), ('ZNF521', 1.2821202608928788), ('MEF2C', 1.531536655959286), ('ZBBX', 4.653231752235065), ('LRMDA', 0.6676454100222322), ('WWTR1', 0.7102049225650392), ('ABCA6', 3.370583863847047), ('ZNF257', 0.621095739952931)]",38
ELK3,ELK3_supp,0.059897435897435895,3.130524538340228,0.0,1.0,placeholder,"frozenset({'activating', 'hc_supp.genes_vs_tracks.rankings', 'top50perTarget'})","[('KCTD12', 0.1098350240278113), ('PLCXD1', 0.3260421905683361), ('ZNF418', 0.3062695003770989), ('EGR3', 0.71367470905442), ('CEBPG', 0.054288415665223), ('ITGBL1', 0.1202375634202635), ('DAP', 0.4033511801692671)]",45
MNT,MNT_supp,0.0765625,3.5307767220312773,0.0,1.0,placeholder,"frozenset({'activating', 'hc_supp.genes_vs_tracks.rankings', 'top50perTarget'})","[('GPM6B', 0.5008970935794987), ('AVEN', 0.4335888296251722), ('ZNF281', 0.1239501935065839), ('SHOC1', 0.1054995181974722), ('ZFP14', 0.1139818389069809), ('TLR2', 0.0250048396414567)]",37
RREB1,RREB1_supp,0.047953216374269005,3.0007796855215334,0.0,1.0,placeholder,"frozenset({'activating', 'hc_supp.genes_vs_tracks.rankings', 'top50perTarget'})","[('ZNF98', 0.0870247272922549), ('PIK3AP1', 0.014451767958635), ('BMP2K', 0.179345553330655), ('BNC2', 0.134311218944646), ('PLCG2', 0.0043473021644575), ('PRKCH', 0.1741138884942739), ('CFH', 0.4003535705898984), ('CGNL1', 0.2782671858317658), ('SLCO1C1', 0.1874289723822936), ('SLC39A12', 0.022048622005738), ('FCGBP', 0.2391710512267498), ('SLC1A3', 0.0328404468698359), ('RBM47', 0.081319002305383), ('DOCK2', 0.4638322349457483), ('RFX4', 0.0412957153386397), ('LINC02798', 0.0695899163516498), ('EFEMP1', 0.0496511798579069), ('RREB1', 1.0), ('SYK', 0.6074642471034243), ('PALD1', 0.3474459418978529), ('PIK3R3', 0.338128749140177), ('MERTK', 0.2442832915495311), ('VWF', 0.2920282356953607), ('LYN', 0.0833187854028015), ('LINC00278', 0.0996027112189974)]",67
STAT3,STAT3_supp,0.04296951819075713,3.103307322285383,0.0,1.0,placeholder,"frozenset({'activating', 'hc_supp.genes_vs_tracks.rankings', 'top50perTarget'})","[('A2M', 0.1389614843745703), ('PLCG2', 0.5611797238944687), ('PARP14', 0.1046149326750098), ('INPP5D', 1.009047051348415), ('TF', 0.0673842226714206), ('CTNNA3', 0.0365098036554917), ('OSMR', 0.2137568441697367), ('DDX60L', 0.1824300284183494), ('DISC1', 0.3152113510998314), ('PIK3R5', 0.1793198672582386), ('EBF1', 0.0121874488806544), ('USP6NL', 0.1863476460882097), ('FYB1', 0.0179900147953014), ('ALK', 0.1859785252005714), ('ALDH1L1', 0.1752411078906101), ('AKAP13', 0.0925492313847624), ('NEAT1', 0.0146928360246175), ('LINC02649', 0.0762208903641318), ('EPS8', 0.085891027620044), ('RGS5', 0.0425952150158755), ('LMCD1-AS1', 0.0503709234767173), ('LRMDA', 0.0214668288614444), ('LINC01515', 0.4802218974256033)]",35
ZEB1,ZEB1_supp,0.036385767790262175,3.0389236527377674,0.0,1.0,placeholder,"frozenset({'activating', 'hc_supp.genes_vs_tracks.rankings', 'top50perTarget'})","[('MERTK', 0.4536920701154053), ('PDGFRA', 1.2359679683897666), ('PDE4B', 0.4030809275463184), ('KCNC2', 0.5319029102559342), ('CNTN4', 2.3837456466426894), ('KCNH7', 2.773093601873962), ('PARD3B', 0.2134499092164397), ('CHODL', 0.4905347269099896), ('CFH', 0.5568781703796782), ('PALD1', 0.0753989707726005), ('INPP4B', 1.1762531180712392), ('STXBP5L', 0.5785196050043803), ('OPCML', 4.764804158878384), ('CASC15', 0.1238905530434436), ('TENM1', 0.194080479244086), ('NRXN3', 3.626893491517584), ('BRINP3', 0.5464188887459738), ('BMP2K', 0.1074735295748239), ('TMTC2', 0.0609070280464386), ('TOX', 1.4054092700729273), ('NPAS3', 0.3067514980251554), ('LEF1', 0.1381502661936302), ('TPRG1', 0.2661205126714389), ('PDZRN4', 0.4786996660585747), ('PLCG2', 0.0473417711711101), ('FOXP2', 0.4248558563877669), ('FRAS1', 3.473822300167412), ('FGF14', 1.7138354068552863), ('FGF12', 1.3016804637524315), ('RIMS2', 1.9765173952057729), ('RALYL', 1.0019971486583326), ('ROBO2', 0.2152328341208598), ('PWRN1', 0.4264446303284254), ('PTPRT', 2.255625597648526), ('SLC35F1', 1.4100009658834094), ('RORB', 0.2808300507963974), ('GLDN', 0.0692711786035935), ('SAMD4A', 0.1445378761318571), ('EDA', 0.2324534599729583), ('EBF1', 0.4355175070964465), ('PRKCH', 0.0568092836760475), ('GRIP1', 0.0401994932244477), ('PLD5', 0.1087743285529021), ('SGCZ', 0.2456388342852488), ('DACH1', 0.8235977663176977), ('RYR2', 2.118559671027395), ('LINC02232', 1.0393472044218015), ('CGNL1', 0.021100069639512), ('AKAP13', 1.5917918736201848), ('NEGR1', 1.119176433013463), ('ALDH1A1', 0.1456254691253132), ('ALPK1', 0.8743945829652495), ('TSHZ2', 0.1209066195058607), ('ARHGAP24', 0.0749367245985411), ('ADAMTSL1', 0.7198064376489092), ('LRRC4C', 0.7863312966593599)]",67
ZSCAN29,ZSCAN29_supp,0.07789473684210527,4.228841311380883,0.0,1.0,placeholder,"frozenset({'activating', 'hc_supp.genes_vs_tracks.rankings', 'top50perTarget'})","[('ZBTB14', 0.6171387567803057), ('MTF1', 0.3440856928109274), ('BBOX1', 0.0649171231605981), ('CBR1', 0.2308200569745674), ('ZNF701', 0.1981243021163412)]",49
